date,Pasture,Biomass,Year,NDVI,CP,BARE,SD,GREEN,LITT,NDVI_raw_x,Biomass_raw_x,NDVI_raw_y,Biomass_raw_y,NDVI_raw,Biomass_raw
2019-07-21,HighHawk - Longspur,857.0,2019,0.372,9.17,4.2,15.0,46.0,34.8,,,,,,
2019-07-21,HighHawk - Prairie Dog,764.0,2019,0.365,9.55,5.0,12.6,45.4,37.0,,,,,,
2019-07-21,LTER1,1284.0,2019,0.393,8.75,5.8,24.0,46.3,23.9,,,,,,
2019-07-21,LTER2,1563.0,2019,0.428,7.8,6.1,17.7,63.8,12.4,,,,,,
2019-07-21,LTER3,1408.0,2019,0.385,8.44,4.0,26.3,47.8,21.9,,,,,,
2019-07-21,LTER4,1198.0,2019,0.388,8.67,3.5,22.4,46.0,28.1,,,,,,
2019-07-21,OwlCreek,886.0,2019,0.348,9.13,5.1,22.3,38.3,34.3,,,,,,
2019-07-21,OwlCreek - Longspur,689.0,2019,0.345,9.49,3.0,15.0,37.6,44.4,,,,,,
2019-07-21,OwlCreek - Prairie Dog,820.0,2019,0.333,8.91,4.4,23.6,35.4,36.6,,,,,,
2019-07-21,PrairieRidge,743.0,2019,0.361,9.49,8.9,13.5,43.5,34.1,,,,,,
2019-07-21,Pvt-12NE,938.0,2019,0.404,8.96,7.1,12.9,55.5,24.5,,,,,,
2019-07-21,Pvt-14,1158.0,2019,0.415,9.21,3.7,18.5,49.9,27.9,,,,,,
2019-07-21,Pvt-30SW,727.0,2019,0.328,9.63,2.5,20.8,31.0,45.7,,,,,,
2019-07-21,Pvt-8SW,1097.0,2019,0.402,9.39,4.4,20.1,48.0,27.6,,,,,,
2019-07-21,Res. #2,737.0,2019,0.348,8.59,7.6,13.0,46.3,33.0,,,,,,
2019-07-21,SaltTree,823.0,2019,0.364,9.52,5.5,14.5,41.9,38.2,,,,,,
2019-07-21,Slayton,1027.0,2019,0.388,9.2,8.3,17.0,49.4,25.3,,,,,,
2019-07-21,Spring,2195.0,2019,0.698,8.98,21.0,0.4,77.4,1.2,,,,,,
2019-07-21,UNK,826.0,2019,0.376,9.27,5.9,13.1,46.0,35.0,,,,,,
2019-07-21,WeatherStation,1382.0,2019,0.394,8.77,2.5,25.5,45.6,26.5,,,,,,
2019-07-28,12C,1018.0,2019,0.368,8.28,5.7,21.6,45.7,27.0,,,,,,
2019-07-28,12NW,1006.0,2019,0.359,8.27,2.0,22.5,43.0,32.4,,,,,,
2019-07-28,12NWcorner,1281.0,2019,0.447,8.38,16.3,3.2,73.8,6.7,,,,,,
2019-07-28,12SE-N,712.0,2019,0.339,8.71,10.3,16.8,39.2,33.8,,,,,,
2019-07-28,13E,1076.0,2019,0.368,8.3,5.6,22.8,47.3,24.2,,,,,,
2019-07-28,13W,1055.0,2019,0.353,8.39,6.0,24.7,43.1,26.2,,,,,,
2019-07-28,15E,810.0,2019,0.351,8.92,2.9,18.1,42.6,36.4,,,,,,
2019-07-28,17N,866.0,2019,0.377,9.28,5.0,15.5,46.1,33.5,,,,,,
2019-07-28,18N,817.0,2019,0.367,8.93,7.5,12.1,48.5,32.0,,,,,,
2019-07-28,19N,917.0,2019,0.354,8.99,4.4,21.1,42.0,32.5,,,,,,
2019-07-28,1E,753.0,2019,0.366,9.43,10.4,12.4,47.9,29.2,,,,,,
2019-07-28,1W,736.0,2019,0.357,8.91,6.2,14.6,43.4,35.8,,,,,,
2019-07-28,20SE,744.0,2019,0.341,9.17,4.1,18.5,34.9,42.5,,,,,,
2019-07-28,21SE,1296.0,2019,0.378,8.26,3.8,23.7,48.3,24.2,,,,,,
2019-07-28,21SEcorral,1643.0,2019,0.45,8.34,5.3,20.7,56.9,17.1,,,,,,
2019-07-28,21SW,1086.0,2019,0.356,8.6,3.7,24.7,41.3,30.2,,,,,,
2019-07-28,23E,638.0,2019,0.356,9.17,4.9,9.9,45.0,40.1,,,,,,
2019-07-28,23W,1007.0,2019,0.373,8.68,2.9,19.9,44.9,32.4,,,,,,
2019-07-28,24 Grazing,714.0,2019,0.328,8.93,6.2,19.2,41.3,33.3,,,,,,
2019-07-28,24E,781.0,2019,0.336,8.72,5.0,19.0,38.8,37.2,,,,,,
2019-07-28,24W,641.0,2019,0.352,9.21,3.1,11.4,41.8,43.7,,,,,,
2019-07-28,25SE,626.0,2019,0.34,9.5,2.9,14.0,37.6,45.5,,,,,,
2019-07-28,26SE-N Pvt,706.0,2019,0.344,9.44,2.4,16.9,34.7,45.9,,,,,,
2019-07-28,26SW-N Pvt.,783.0,2019,0.337,8.74,2.8,20.7,34.4,42.1,,,,,,
2019-07-28,28N,776.0,2019,0.326,8.79,3.0,20.2,34.4,42.4,,,,,,
2019-07-28,31W,895.0,2019,0.33,8.73,2.3,26.8,35.1,35.7,,,,,,
2019-07-28,32W,782.0,2019,0.304,8.74,2.1,29.0,27.5,41.3,,,,,,
2019-07-28,6EE,819.0,2019,0.342,8.83,9.5,20.8,37.1,32.7,,,,,,
2019-07-28,6EW,830.0,2019,0.36,9.34,7.9,16.5,43.0,32.7,,,,,,
2019-07-28,7NW,846.0,2019,0.363,8.98,4.2,18.5,43.5,33.8,,,,,,
2019-07-28,CenterCreek,742.0,2019,0.359,9.15,2.2,14.8,43.4,39.7,,,,,,
2019-07-28,CenterCreek - Longspur,741.0,2019,0.342,8.89,2.9,17.7,37.0,42.4,,,,,,
2019-07-28,CenterCreek - Prairie Dog,716.0,2019,0.346,9.21,3.8,15.3,39.8,41.1,,,,,,
2019-07-28,ESA,1311.0,2019,0.317,7.53,2.6,35.1,36.4,25.9,,,,,,
2019-07-28,HQ,756.0,2019,0.345,8.91,17.0,13.8,43.1,26.2,,,,,,
2019-07-28,HighHawk,1002.0,2019,0.36,8.71,3.6,21.8,43.2,31.5,,,,,,
2019-07-28,HighHawk - Longspur,823.0,2019,0.347,8.78,3.3,19.1,40.9,36.7,,,,,,
2019-07-28,HighHawk - Prairie Dog,747.0,2019,0.343,9.1,4.3,16.6,41.1,38.0,,,,,,
2019-07-28,LTER1,1251.0,2019,0.366,8.42,4.1,28.2,41.8,25.9,,,,,,
2019-07-28,LTER2,1526.0,2019,0.389,7.27,3.5,22.9,58.5,15.1,,,,,,
2019-07-28,LTER3,1360.0,2019,0.357,8.12,2.8,30.8,42.7,23.6,,,,,,
2019-07-28,LTER4,1157.0,2019,0.36,8.34,2.4,26.9,40.6,30.1,,,,,,
2019-07-28,OwlCreek,843.0,2019,0.326,8.86,3.9,25.9,33.7,36.5,,,,,,
2019-07-28,OwlCreek - Longspur,656.0,2019,0.322,9.01,2.7,19.0,32.5,45.8,,,,,,
2019-07-28,OwlCreek - Prairie Dog,786.0,2019,0.311,8.62,3.3,27.5,30.6,38.6,,,,,,
2019-07-28,PrairieRidge,722.0,2019,0.34,9.1,8.5,17.3,38.7,35.5,,,,,,
2019-07-28,Pvt-12NE,916.0,2019,0.373,8.44,5.9,17.7,49.9,26.5,,,,,,
2019-07-28,Pvt-14,1141.0,2019,0.393,8.91,3.0,22.0,46.0,29.0,,,,,,
2019-07-28,Pvt-30SW,703.0,2019,0.31,9.19,2.3,24.1,27.2,46.4,,,,,,
2019-07-28,Pvt-8SW,1075.0,2019,0.38,9.02,3.8,23.6,43.8,28.8,,,,,,
2019-07-28,Res. #2,712.0,2019,0.327,8.49,6.1,16.8,42.0,35.1,,,,,,
2019-07-28,SaltTree,810.0,2019,0.348,9.22,4.5,17.9,38.8,38.7,,,,,,
2019-07-28,Slayton,1013.0,2019,0.368,8.89,7.3,20.7,45.7,26.3,,,,,,
2019-07-28,Spring,2168.0,2019,0.674,9.11,19.5,1.0,77.8,1.7,,,,,,
2019-07-28,UNK,806.0,2019,0.354,8.91,5.3,16.9,41.9,36.0,,,,,,
2019-07-28,WeatherStation,1319.0,2019,0.368,8.5,1.5,29.2,41.2,28.1,,,,,,
2019-08-04,12C,977.0,2019,0.338,7.98,4.5,26.1,41.3,28.1,,,,,,
2019-08-04,12NW,955.0,2019,0.331,8.0,1.4,26.7,38.0,34.0,,,,,,
2019-08-04,12NWcorner,1257.0,2019,0.411,7.56,15.7,5.9,71.1,7.3,,,,,,
2019-08-04,12SE-N,657.0,2019,0.308,8.24,10.0,21.5,32.5,36.0,,,,,,
2019-08-04,13E,1034.0,2019,0.342,7.92,4.3,26.8,43.4,25.5,,,,,,
2019-08-04,13W,1003.0,2019,0.327,8.09,4.9,28.4,38.9,27.8,,,,,,
2019-08-04,15E,781.0,2019,0.326,8.52,2.2,22.4,37.3,38.1,,,,,,
2019-08-04,17N,850.0,2019,0.356,8.98,4.4,19.2,41.6,34.9,,,,,,
2019-08-04,18N,794.0,2019,0.34,8.45,6.3,16.3,43.7,33.7,,,,,,
2019-08-04,19N,885.0,2019,0.332,8.7,2.9,24.9,38.1,34.2,,,,,,
2019-08-04,1E,735.0,2019,0.343,9.01,9.9,16.4,43.5,30.2,,,,,,
2019-08-04,1W,699.0,2019,0.328,8.45,5.5,19.3,37.0,38.2,,,,,,
2019-08-04,20SE,720.0,2019,0.322,8.85,3.7,21.9,30.8,43.6,,,,,,
2019-08-04,21SE,1252.0,2019,0.345,7.83,2.2,28.8,42.9,26.2,,,,,,
2019-08-04,21SEcorral,1608.0,2019,0.425,7.99,3.8,24.4,53.4,18.4,,,,,,
2019-08-04,21SW,1052.0,2019,0.331,8.29,2.5,28.8,37.0,31.7,,,,,,
2019-08-04,23E,622.0,2019,0.331,8.72,5.1,13.9,39.8,41.2,,,,,,
2019-08-04,23W,947.0,2019,0.344,8.17,1.7,24.1,38.8,35.4,,,,,,
2019-08-04,24 Grazing,695.0,2019,0.305,8.57,5.7,24.0,36.4,33.9,,,,,,
2019-08-04,24E,754.0,2019,0.313,8.39,4.2,23.0,34.6,38.2,,,,,,
2019-08-04,24W,623.0,2019,0.326,8.74,2.8,15.6,36.6,45.0,,,,,,
2019-08-04,25SE,607.0,2019,0.318,9.04,2.7,18.2,32.7,46.4,,,,,,
2019-08-04,26SE-N Pvt,668.0,2019,0.322,9.01,2.2,20.6,30.1,47.1,,,,,,
2019-08-04,26SW-N Pvt.,712.0,2019,0.309,8.39,2.2,24.3,28.5,45.0,,,,,,
2019-08-04,28N,729.0,2019,0.301,8.44,2.6,24.1,29.3,44.0,,,,,,
2019-08-04,31W,848.0,2019,0.307,8.43,1.8,30.2,30.6,37.4,,,,,,
2019-08-04,32W,735.0,2019,0.282,8.23,1.8,32.2,23.1,42.9,,,,,,
2019-08-04,6EE,792.0,2019,0.321,8.5,8.8,24.1,32.8,34.4,,,,,,
2019-08-04,6EW,802.0,2019,0.339,8.94,7.3,20.2,38.7,33.8,,,,,,
2019-08-04,7NW,809.0,2019,0.336,8.59,3.2,23.0,37.8,36.1,,,,,,
2019-08-04,CenterCreek,717.0,2019,0.334,8.71,1.9,18.8,38.5,40.8,,,,,,
2019-08-04,CenterCreek - Longspur,694.0,2019,0.316,8.52,2.3,21.7,31.5,44.5,,,,,,
2019-08-04,CenterCreek - Prairie Dog,694.0,2019,0.322,8.77,3.3,19.5,35.2,42.0,,,,,,
2019-08-04,ESA,1249.0,2019,0.295,7.32,2.0,38.4,32.1,27.6,,,,,,
2019-08-04,HQ,727.0,2019,0.32,8.5,16.8,17.8,38.5,26.9,,,,,,
2019-08-04,HighHawk,961.0,2019,0.336,8.35,2.4,25.6,38.7,33.3,,,,,,
2019-08-04,HighHawk - Longspur,782.0,2019,0.321,8.39,2.4,23.0,35.6,38.9,,,,,,
2019-08-04,HighHawk - Prairie Dog,725.0,2019,0.319,8.66,3.6,20.7,36.4,39.3,,,,,,
2019-08-04,LTER1,1208.0,2019,0.34,8.18,2.5,32.0,37.6,27.9,,,,,,
2019-08-04,LTER2,1469.0,2019,0.358,7.08,1.5,27.7,53.8,17.0,,,,,,
2019-08-04,LTER3,1303.0,2019,0.332,7.87,1.8,34.7,38.1,25.5,,,,,,
2019-08-04,LTER4,1105.0,2019,0.333,8.03,1.4,30.8,35.6,32.1,,,,,,
2019-08-04,OwlCreek,802.0,2019,0.305,8.55,3.0,29.2,29.5,38.3,,,,,,
2019-08-04,OwlCreek - Longspur,618.0,2019,0.298,8.55,2.5,22.9,27.1,47.4,,,,,,
2019-08-04,OwlCreek - Prairie Dog,752.0,2019,0.291,8.3,2.6,30.9,26.4,40.2,,,,,,
2019-08-04,PrairieRidge,695.0,2019,0.317,8.62,8.1,21.0,33.5,37.4,,,,,,
2019-08-04,Pvt-12NE,888.0,2019,0.341,8.0,4.9,22.6,44.1,28.3,,,,,,
2019-08-04,Pvt-14,1120.0,2019,0.369,8.57,2.3,25.6,42.0,30.1,,,,,,
2019-08-04,Pvt-30SW,678.0,2019,0.29,8.72,2.1,27.5,23.2,47.2,,,,,,
2019-08-04,Pvt-8SW,1045.0,2019,0.357,8.72,3.1,27.2,39.3,30.5,,,,,,
2019-08-04,Res. #2,688.0,2019,0.308,8.33,4.8,20.4,38.2,36.5,,,,,,
2019-08-04,SaltTree,792.0,2019,0.331,8.95,3.6,21.5,35.6,39.4,,,,,,
2019-08-04,Slayton,993.0,2019,0.347,8.57,6.2,24.5,41.8,27.5,,,,,,
2019-08-04,Spring,2142.0,2019,0.646,8.98,17.7,1.7,78.4,2.2,,,,,,
2019-08-04,UNK,779.0,2019,0.331,8.53,4.7,20.6,37.4,37.2,,,,,,
2019-08-04,WeatherStation,1246.0,2019,0.343,8.17,0.6,32.4,37.1,29.9,,,,,,
2019-08-11,12C,941.0,2019,0.311,7.79,3.8,30.0,37.5,28.6,,,,,,
2019-08-11,12NW,908.0,2019,0.307,7.85,1.0,30.4,33.5,35.1,,,,,,
2019-08-11,12NWcorner,1235.0,2019,0.384,7.39,15.1,9.5,68.0,7.4,,,,,,
2019-08-11,12SE-N,604.0,2019,0.279,7.92,10.0,25.8,26.1,38.0,,,,,,
2019-08-11,13E,1008.0,2019,0.318,7.8,3.4,30.2,40.3,26.1,,,,,,
2019-08-11,13W,962.0,2019,0.305,7.91,4.1,31.7,35.4,28.8,,,,,,
2019-08-11,15E,752.0,2019,0.303,8.32,1.9,26.3,32.2,39.6,,,,,,
2019-08-11,17N,833.0,2019,0.336,8.63,4.0,22.6,37.3,36.1,,,,,,
2019-08-11,18N,777.0,2019,0.316,8.2,5.4,20.7,39.2,34.8,,,,,,
2019-08-11,19N,857.0,2019,0.312,8.41,1.8,28.3,34.5,35.4,,,,,,
2019-08-11,1E,718.0,2019,0.32,8.57,9.5,20.5,38.9,31.1,,,,,,
2019-08-11,1W,663.0,2019,0.3,8.18,5.1,23.7,30.8,40.4,,,,,,
2019-08-11,20SE,697.0,2019,0.303,8.51,3.6,24.9,27.0,44.4,,,,,,
2019-08-11,21SE,1202.0,2019,0.316,7.73,1.1,33.1,38.1,27.8,,,,,,
2019-08-11,21SEcorral,1575.0,2019,0.403,7.83,2.7,27.8,50.2,19.3,,,,,,
2019-08-11,21SW,1019.0,2019,0.309,8.08,1.7,32.3,33.3,32.7,,,,,,
2019-08-11,23E,604.0,2019,0.306,8.43,5.5,17.9,34.2,42.4,,,,,,
2019-08-11,23W,892.0,2019,0.317,8.0,0.9,27.8,33.3,37.9,,,,,,
2019-08-11,24 Grazing,678.0,2019,0.283,8.02,5.5,28.4,31.5,34.5,,,,,,
2019-08-11,24E,739.0,2019,0.294,8.15,3.9,26.7,31.0,38.4,,,,,,
2019-08-11,24W,605.0,2019,0.302,8.45,2.9,19.7,31.1,46.2,,,,,,
2019-08-11,25SE,588.0,2019,0.295,8.64,2.9,22.2,27.6,47.4,,,,,,
2019-08-11,26SE-N Pvt,636.0,2019,0.3,8.61,2.1,24.0,25.2,48.7,,,,,,
2019-08-11,26SW-N Pvt.,652.0,2019,0.284,8.04,1.9,27.4,23.2,47.4,,,,,,
2019-08-11,28N,685.0,2019,0.279,8.11,2.6,27.4,24.7,45.3,,,,,,
2019-08-11,31W,800.0,2019,0.285,8.19,1.7,33.2,26.3,38.8,,,,,,
2019-08-11,32W,696.0,2019,0.263,7.8,1.9,34.8,19.3,44.0,,,,,,
2019-08-11,6EE,765.0,2019,0.302,7.93,8.4,26.9,29.1,35.6,,,,,,
2019-08-11,6EW,775.0,2019,0.317,8.51,6.9,23.9,34.4,34.8,,,,,,
2019-08-11,7NW,774.0,2019,0.311,8.29,2.5,27.1,32.4,38.0,,,,,,
2019-08-11,CenterCreek,691.0,2019,0.31,8.4,1.9,22.7,33.7,41.7,,,,,,
2019-08-11,CenterCreek - Longspur,652.0,2019,0.292,8.21,2.1,25.2,26.5,46.3,,,,,,
2019-08-11,CenterCreek - Prairie Dog,672.0,2019,0.301,8.4,3.2,23.3,30.8,42.7,,,,,,
2019-08-11,ESA,1199.0,2019,0.28,7.24,1.6,40.8,28.9,28.7,,,,,,
2019-08-11,HQ,698.0,2019,0.296,8.07,16.8,21.9,33.8,27.5,,,,,,
2019-08-11,HighHawk,923.0,2019,0.313,8.18,1.7,29.0,34.7,34.6,,,,,,
2019-08-11,HighHawk - Longspur,744.0,2019,0.298,8.17,1.9,26.6,30.8,40.6,,,,,,
2019-08-11,HighHawk - Prairie Dog,704.0,2019,0.296,8.34,3.4,24.5,31.8,40.3,,,,,,
2019-08-11,LTER1,1168.0,2019,0.318,8.0,1.4,35.3,34.2,29.2,,,,,,
2019-08-11,LTER2,1414.0,2019,0.336,6.94,0.6,31.9,49.4,18.1,,,,,,
2019-08-11,LTER3,1252.0,2019,0.312,7.72,1.1,37.8,34.4,26.7,,,,,,
2019-08-11,LTER4,1055.0,2019,0.31,7.85,0.8,34.2,31.5,33.5,,,,,,
2019-08-11,OwlCreek,772.0,2019,0.287,8.26,2.6,31.9,26.1,39.4,,,,,,
2019-08-11,OwlCreek - Longspur,581.0,2019,0.276,8.18,2.8,26.4,22.1,48.7,,,,,,
2019-08-11,OwlCreek - Prairie Dog,725.0,2019,0.274,7.98,2.4,33.5,23.0,41.1,,,,,,
2019-08-11,PrairieRidge,670.0,2019,0.298,8.2,7.9,24.4,28.8,38.9,,,,,,
2019-08-11,Pvt-12NE,864.0,2019,0.312,7.79,4.3,27.3,39.1,29.3,,,,,,
2019-08-11,Pvt-14,1101.0,2019,0.347,8.29,1.8,29.0,38.3,30.9,,,,,,
2019-08-11,Pvt-30SW,655.0,2019,0.272,7.98,2.3,30.8,19.5,47.4,,,,,,
2019-08-11,Pvt-8SW,1019.0,2019,0.335,8.3,2.5,30.5,35.3,31.7,,,,,,
2019-08-11,Res. #2,670.0,2019,0.293,8.17,4.2,23.7,35.0,37.1,,,,,,
2019-08-11,SaltTree,778.0,2019,0.315,8.66,3.0,24.8,32.6,39.7,,,,,,
2019-08-11,Slayton,973.0,2019,0.327,8.25,5.5,28.0,38.1,28.3,,,,,,
2019-08-11,Spring,2125.0,2019,0.617,8.44,15.9,2.8,78.7,2.6,,,,,,
2019-08-11,UNK,754.0,2019,0.31,8.26,4.4,24.2,33.3,38.2,,,,,,
2019-08-11,WeatherStation,1189.0,2019,0.322,8.03,0.1,35.1,33.7,31.0,,,,,,
2019-08-18,12C,918.0,2019,0.289,7.59,3.7,33.5,34.5,28.2,,,,,,
2019-08-18,12NW,872.0,2019,0.287,7.74,1.0,33.6,29.9,35.5,,,,,,
2019-08-18,12NWcorner,1219.0,2019,0.363,7.17,14.6,13.9,64.4,7.1,,,,,,
2019-08-18,12SE-N,560.0,2019,0.256,7.65,10.4,29.6,20.7,39.4,,,,,,
2019-08-18,13E,1005.0,2019,0.3,7.74,3.0,33.4,37.9,25.7,,,,,,
2019-08-18,13W,935.0,2019,0.287,7.8,3.9,34.6,32.3,29.2,,,,,,
2019-08-18,15E,725.0,2019,0.283,8.09,2.1,29.6,27.8,40.5,,,,,,
2019-08-18,17N,821.0,2019,0.32,8.33,3.9,25.7,33.7,36.7,,,,,,
2019-08-18,18N,766.0,2019,0.297,8.08,4.9,24.9,35.4,34.8,,,,,,
2019-08-18,19N,837.0,2019,0.295,8.25,1.3,31.3,31.4,35.9,,,,,,
2019-08-18,1E,706.0,2019,0.299,8.3,9.4,24.6,34.6,31.4,,,,,,
2019-08-18,1W,629.0,2019,0.278,7.88,5.1,27.6,25.4,41.9,,,,,,
2019-08-18,20SE,679.0,2019,0.289,8.15,3.8,27.5,23.9,44.8,,,,,,
2019-08-18,21SE,1155.0,2019,0.293,7.59,0.6,36.5,34.2,28.7,,,,,,
2019-08-18,21SEcorral,1555.0,2019,0.385,7.75,2.0,30.9,47.4,19.7,,,,,,
2019-08-18,21SW,991.0,2019,0.292,7.98,1.4,35.0,30.5,33.1,,,,,,
2019-08-18,23E,584.0,2019,0.284,8.13,6.3,21.7,28.8,43.2,,,,,,
2019-08-18,23W,846.0,2019,0.295,7.89,0.6,31.0,28.7,39.7,,,,,,
2019-08-18,24 Grazing,662.0,2019,0.264,7.86,5.8,32.2,27.0,34.9,,,,,,
2019-08-18,24E,731.0,2019,0.278,7.96,4.1,30.0,27.8,38.1,,,,,,
2019-08-18,24W,587.0,2019,0.28,8.12,3.4,23.5,26.0,47.0,,,,,,
2019-08-18,25SE,570.0,2019,0.275,8.25,3.5,25.9,22.8,47.9,,,,,,
2019-08-18,26SE-N Pvt,612.0,2019,0.281,8.33,2.2,26.7,21.0,50.1,,,,,,
2019-08-18,26SW-N Pvt.,607.0,2019,0.265,7.74,2.1,29.8,19.2,49.0,,,,,,
2019-08-18,28N,644.0,2019,0.262,7.92,2.8,30.1,20.8,46.3,,,,,,
2019-08-18,31W,754.0,2019,0.266,7.92,2.1,35.7,22.3,39.9,,,,,,
2019-08-18,32W,666.0,2019,0.249,7.81,2.3,36.8,16.1,44.8,,,,,,
2019-08-18,6EE,742.0,2019,0.286,7.7,8.4,29.6,25.9,36.0,,,,,,
2019-08-18,6EW,754.0,2019,0.299,8.16,6.8,27.3,30.6,35.2,,,,,,
2019-08-18,7NW,747.0,2019,0.291,8.06,2.3,30.6,28.0,39.1,,,,,,
2019-08-18,CenterCreek,669.0,2019,0.29,8.11,2.2,26.4,29.4,42.0,,,,,,
2019-08-18,CenterCreek - Longspur,618.0,2019,0.273,7.94,2.2,28.1,22.2,47.5,,,,,,
2019-08-18,CenterCreek - Prairie Dog,652.0,2019,0.284,8.16,3.5,26.5,26.9,43.0,,,,,,
2019-08-18,ESA,1162.0,2019,0.269,7.17,1.5,42.7,26.5,29.3,,,,,,
2019-08-18,HQ,671.0,2019,0.277,7.82,17.2,25.7,29.6,27.6,,,,,,
2019-08-18,HighHawk,891.0,2019,0.295,8.02,1.5,32.0,31.3,35.2,,,,,,
2019-08-18,HighHawk - Longspur,714.0,2019,0.28,7.97,1.9,29.8,26.7,41.6,,,,,,
2019-08-18,HighHawk - Prairie Dog,682.0,2019,0.277,8.09,3.8,27.9,27.6,40.7,,,,,,
2019-08-18,LTER1,1136.0,2019,0.301,7.97,0.9,37.8,31.5,29.7,,,,,,
2019-08-18,LTER2,1367.0,2019,0.32,6.87,0.3,35.4,45.7,18.6,,,,,,
2019-08-18,LTER3,1215.0,2019,0.298,7.69,0.9,40.2,31.7,27.3,,,,,,
2019-08-18,LTER4,1016.0,2019,0.292,7.75,0.6,36.8,28.4,34.2,,,,,,
2019-08-18,OwlCreek,757.0,2019,0.273,8.04,2.6,34.3,23.4,39.7,,,,,,
2019-08-18,OwlCreek - Longspur,551.0,2019,0.258,8.0,3.4,29.4,17.6,49.6,,,,,,
2019-08-18,OwlCreek - Prairie Dog,706.0,2019,0.261,7.82,2.6,35.6,20.3,41.5,,,,,,
2019-08-18,PrairieRidge,653.0,2019,0.282,8.05,8.0,27.4,25.2,39.4,,,,,,
2019-08-18,Pvt-12NE,847.0,2019,0.29,7.62,4.1,31.5,34.9,29.5,,,,,,
2019-08-18,Pvt-14,1087.0,2019,0.328,8.12,1.7,32.1,35.1,31.1,,,,,,
2019-08-18,Pvt-30SW,640.0,2019,0.256,7.57,2.7,33.8,16.6,46.9,,,,,,
2019-08-18,Pvt-8SW,1006.0,2019,0.318,8.03,2.3,33.4,32.2,32.1,,,,,,
2019-08-18,Res. #2,658.0,2019,0.279,8.0,4.3,26.5,32.0,37.2,,,,,,
2019-08-18,SaltTree,771.0,2019,0.3,8.43,2.8,27.8,30.0,39.5,,,,,,
2019-08-18,Slayton,955.0,2019,0.31,8.12,5.2,31.2,34.9,28.7,,,,,,
2019-08-18,Spring,2116.0,2019,0.589,8.04,14.3,4.3,78.4,3.0,,,,,,
2019-08-18,UNK,734.0,2019,0.292,8.04,4.4,27.5,29.6,38.5,,,,,,
2019-08-18,WeatherStation,1150.0,2019,0.306,8.0,0.0,37.5,31.0,31.5,,,,,,
2019-08-25,12C,905.0,2019,0.273,7.5,4.2,36.6,32.1,27.1,,,,,,
2019-08-25,12NW,851.0,2019,0.272,7.54,1.2,36.6,26.9,35.3,,,,,,
2019-08-25,12NWcorner,1215.0,2019,0.349,7.0,14.0,18.8,60.7,6.5,,,,,,
2019-08-25,12SE-N,525.0,2019,0.239,7.64,11.0,32.7,16.5,39.8,,,,,,
2019-08-25,13E,1020.0,2019,0.286,7.61,3.1,36.4,36.0,24.5,,,,,,
2019-08-25,13W,925.0,2019,0.274,7.71,4.0,37.3,29.8,28.9,,,,,,
2019-08-25,15E,703.0,2019,0.268,7.87,2.6,32.6,24.0,40.8,,,,,,
2019-08-25,17N,816.0,2019,0.306,8.17,4.0,28.5,30.6,36.9,,,,,,
2019-08-25,18N,761.0,2019,0.281,7.94,4.9,28.9,32.2,34.0,,,,,,
2019-08-25,19N,823.0,2019,0.281,8.07,1.5,33.9,28.7,35.9,,,,,,
2019-08-25,1E,699.0,2019,0.282,8.12,9.6,28.6,31.0,30.9,,,,,,
2019-08-25,1W,600.0,2019,0.261,7.74,5.5,31.0,20.9,42.6,,,,,,
2019-08-25,20SE,666.0,2019,0.277,7.97,4.2,29.6,21.3,44.9,,,,,,
2019-08-25,21SE,1116.0,2019,0.278,7.41,0.7,39.3,31.1,28.9,,,,,,
2019-08-25,21SEcorral,1557.0,2019,0.372,7.68,1.6,33.7,45.0,19.7,,,,,,
2019-08-25,21SW,974.0,2019,0.28,7.84,1.6,37.3,28.3,32.9,,,,,,
2019-08-25,23E,562.0,2019,0.266,7.88,7.4,25.3,23.7,43.6,,,,,,
2019-08-25,23W,812.0,2019,0.278,7.68,0.6,33.6,25.0,40.8,,,,,,
2019-08-25,24 Grazing,646.0,2019,0.249,7.82,6.6,35.6,23.0,34.9,,,,,,
2019-08-25,24E,730.0,2019,0.266,7.84,4.5,32.9,25.2,37.4,,,,,,
2019-08-25,24W,568.0,2019,0.263,7.89,4.3,27.0,21.3,47.3,,,,,,
2019-08-25,25SE,555.0,2019,0.259,8.04,4.4,29.1,18.4,48.2,,,,,,
2019-08-25,26SE-N Pvt,593.0,2019,0.268,8.08,2.5,28.8,17.5,51.2,,,,,,
2019-08-25,26SW-N Pvt.,578.0,2019,0.253,7.71,2.4,31.6,16.2,49.8,,,,,,
2019-08-25,28N,612.0,2019,0.25,7.89,3.2,32.2,17.5,47.1,,,,,,
2019-08-25,31W,712.0,2019,0.251,7.78,2.7,37.8,18.6,40.9,,,,,,
2019-08-25,32W,644.0,2019,0.238,7.81,2.8,38.3,13.5,45.4,,,,,,
2019-08-25,6EE,724.0,2019,0.273,7.67,8.7,32.2,23.3,35.8,,,,,,
2019-08-25,6EW,738.0,2019,0.283,8.03,7.0,30.6,27.4,35.1,,,,,,
2019-08-25,7NW,727.0,2019,0.275,7.94,2.6,33.6,24.6,39.3,,,,,,
2019-08-25,CenterCreek,653.0,2019,0.274,7.86,2.6,29.5,25.8,42.0,,,,,,
2019-08-25,CenterCreek - Longspur,592.0,2019,0.259,7.82,2.6,30.4,18.7,48.3,,,,,,
2019-08-25,CenterCreek - Prairie Dog,638.0,2019,0.271,7.96,4.1,29.1,23.7,43.0,,,,,,
