date,Pasture,NDVI,Year,Biomass,BARE,SD,GREEN,LITT
2019-02-10,6EW,0.162,2019,326.0,11.7,48.4,1.1,38.8
2019-02-10,7NW,0.159,2019,341.0,7.3,49.0,0.5,43.2
2019-02-10,8NW,0.151,2019,391.0,10.5,50.8,0.9,37.8
2019-02-10,8SE,0.154,2019,654.0,4.4,58.3,2.9,34.4
2019-02-10,8SW,0.159,2019,626.0,4.8,56.6,3.3,35.3
2019-02-10,CN,0.16,2019,341.0,8.1,45.2,0.9,45.8
2019-02-10,Crossroads,0.161,2019,243.0,10.1,43.1,0.2,46.5
2019-02-10,Elm,0.163,2019,383.0,9.9,48.8,1.4,39.8
2019-02-10,HQ,0.159,2019,246.0,23.5,41.7,2.4,32.4
2019-02-10,Headquarters,0.161,2019,308.0,9.2,46.6,0.7,43.5
2019-02-10,Highway,0.163,2019,572.0,5.3,52.6,3.2,38.9
2019-02-10,Hilltank,0.158,2019,223.0,10.4,42.3,0.5,46.8
2019-02-10,Nighthawk,0.162,2019,329.0,7.6,46.7,1.0,44.7
2019-02-10,Ridgeline,0.159,2019,307.0,9.7,46.3,0.8,43.2
2019-02-10,Saltflat,0.16,2019,357.0,7.1,47.7,1.2,44.0
2019-02-10,Slayton,0.164,2019,498.0,10.5,52.7,3.8,33.0
2019-02-10,Snowfence,0.16,2019,426.0,8.8,51.7,1.5,38.0
2019-02-10,South,0.16,2019,411.0,7.7,49.9,1.4,41.1
2019-02-10,UNK,0.163,2019,336.0,9.0,45.1,1.8,44.1
2019-02-17,10SNE,0.172,2019,509.0,3.9,51.5,1.9,42.7
2019-02-17,11NS,0.166,2019,452.0,6.7,50.6,1.7,41.0
2019-02-17,11NW,0.166,2019,280.0,12.4,42.8,1.1,43.7
2019-02-17,12C,0.163,2019,327.0,9.8,46.6,0.7,42.9
2019-02-17,12NE,0.169,2019,233.0,11.5,42.2,0.1,46.2
2019-02-17,12NW,0.164,2019,399.0,4.8,49.2,0.5,45.6
2019-02-17,13E,0.169,2019,320.0,14.0,45.6,1.7,38.6
2019-02-17,13W,0.17,2019,559.0,7.3,53.5,4.1,35.1
2019-02-17,14,0.164,2019,547.0,5.5,52.0,3.2,39.3
2019-02-17,15E,0.162,2019,313.0,8.3,45.6,0.9,45.3
2019-02-17,15NWS,0.168,2019,521.0,5.1,51.1,2.9,40.9
2019-02-17,15SW,0.161,2019,459.0,8.9,50.4,2.3,38.4
2019-02-17,17N,0.159,2019,442.0,8.7,49.8,2.1,39.4
2019-02-17,18N,0.166,2019,147.0,18.0,36.9,0.5,44.6
2019-02-17,19N,0.162,2019,371.0,9.7,48.6,1.3,40.3
2019-02-17,19S,0.162,2019,453.0,9.7,50.9,2.3,37.1
2019-02-17,1E,0.161,2019,311.0,14.9,47.9,0.8,36.3
2019-02-17,1W,0.16,2019,249.0,8.7,45.2,0.5,45.6
2019-02-17,20SE,0.154,2019,399.0,11.2,47.9,0.8,40.1
2019-02-17,21S,0.168,2019,570.0,6.1,50.8,4.0,39.1
2019-02-17,22E,0.172,2019,417.0,10.3,47.3,3.3,39.1
2019-02-17,22W,0.161,2019,239.0,14.2,41.3,0.6,43.9
2019-02-17,23E,0.159,2019,187.0,13.9,39.8,0.4,45.9
2019-02-17,23W,0.168,2019,355.0,6.4,45.3,1.2,47.1
2019-02-17,24E,0.159,2019,272.0,11.9,44.2,0.6,43.3
2019-02-17,24Strip,0.139,2019,242.0,15.4,48.3,0.2,36.0
2019-02-17,24W,0.158,2019,158.0,11.4,39.7,0.2,48.7
2019-02-17,25SE,0.154,2019,235.0,10.5,43.9,0.1,45.4
2019-02-17,26E,0.155,2019,218.0,9.9,43.1,0.1,46.9
2019-02-17,28N,0.158,2019,386.0,7.8,47.7,1.1,43.4
2019-02-17,29-30,0.164,2019,371.0,11.4,48.2,1.6,38.8
2019-02-17,30NW,0.157,2019,273.0,9.8,44.6,0.2,45.5
2019-02-17,30SW,0.153,2019,534.0,9.0,55.1,2.7,33.2
2019-02-17,31E,0.158,2019,250.0,11.2,44.6,0.3,43.9
2019-02-17,32W,0.16,2019,459.0,7.9,51.6,1.7,38.8
2019-02-17,5E,0.16,2019,271.0,13.1,44.5,0.8,41.5
2019-02-17,5W,0.156,2019,130.0,24.0,39.7,0.5,35.8
2019-02-17,6EE,0.157,2019,337.0,13.7,48.1,1.4,36.9
2019-02-17,6EW,0.162,2019,313.0,12.0,47.7,0.9,39.3
2019-02-17,7NW,0.159,2019,328.0,7.7,48.2,0.3,43.9
2019-02-17,8NW,0.15,2019,381.0,10.9,50.2,0.7,38.2
2019-02-17,8SE,0.153,2019,628.0,4.8,57.9,2.3,35.0
2019-02-17,8SW,0.158,2019,598.0,5.2,56.2,2.7,35.9
2019-02-17,CN,0.159,2019,339.0,8.7,45.1,0.8,45.3
2019-02-17,Crossroads,0.161,2019,236.0,10.7,42.9,0.2,46.3
2019-02-17,Elm,0.161,2019,361.0,10.3,48.1,1.0,40.6
2019-02-17,HQ,0.157,2019,230.0,24.2,40.9,2.2,32.8
2019-02-17,Headquarters,0.16,2019,298.0,9.7,46.1,0.6,43.7
2019-02-17,Highway,0.162,2019,556.0,5.8,52.5,2.9,38.8
2019-02-17,Hilltank,0.157,2019,218.0,11.0,42.1,0.3,46.7
2019-02-17,Nighthawk,0.162,2019,326.0,8.0,46.3,1.0,44.7
2019-02-17,Ridgeline,0.158,2019,301.0,10.2,45.7,0.8,43.3
2019-02-17,Saltflat,0.159,2019,339.0,7.4,46.9,0.9,44.8
2019-02-17,Slayton,0.163,2019,482.0,11.0,52.3,3.3,33.4
2019-02-17,Snowfence,0.158,2019,402.0,9.1,50.8,1.0,39.1
2019-02-17,South,0.159,2019,397.0,8.2,49.9,1.1,40.8
2019-02-17,UNK,0.163,2019,329.0,9.4,44.9,1.7,43.9
2019-02-24,10SNE,0.172,2019,504.0,3.9,51.3,1.6,43.2
2019-02-24,11NS,0.165,2019,443.0,7.1,50.1,1.4,41.4
2019-02-24,11NW,0.165,2019,274.0,12.9,42.4,0.8,43.9
2019-02-24,12C,0.161,2019,315.0,10.3,45.9,0.5,43.2
2019-02-24,12NE,0.168,2019,224.0,12.0,41.2,0.1,46.8
2019-02-24,12NW,0.163,2019,390.0,5.1,48.7,0.4,45.8
2019-02-24,13E,0.168,2019,313.0,14.3,45.1,1.4,39.3
2019-02-24,13W,0.168,2019,541.0,7.5,53.1,3.4,36.0
2019-02-24,14,0.163,2019,529.0,5.6,51.5,2.7,40.2
2019-02-24,15E,0.161,2019,303.0,8.6,45.0,0.6,45.7
2019-02-24,15NWS,0.166,2019,511.0,5.5,50.9,2.3,41.3
2019-02-24,15SW,0.16,2019,452.0,9.4,50.1,1.9,38.6
2019-02-24,17N,0.158,2019,424.0,9.2,49.3,1.7,39.8
2019-02-24,18N,0.166,2019,141.0,18.5,36.0,0.4,45.1
2019-02-24,19N,0.16,2019,353.0,10.0,47.9,0.9,41.2
2019-02-24,19S,0.16,2019,428.0,10.0,50.2,1.8,38.0
2019-02-24,1E,0.161,2019,303.0,15.5,47.4,0.7,36.4
2019-02-24,1W,0.159,2019,242.0,9.2,44.7,0.5,45.7
2019-02-24,20SE,0.153,2019,383.0,11.5,47.0,0.5,41.0
2019-02-24,21S,0.166,2019,549.0,6.5,50.5,3.4,39.6
2019-02-24,22E,0.171,2019,405.0,10.8,46.9,2.9,39.5
2019-02-24,22W,0.16,2019,236.0,14.6,40.9,0.5,44.0
2019-02-24,23E,0.159,2019,181.0,14.3,39.0,0.2,46.5
2019-02-24,23W,0.167,2019,341.0,6.9,44.9,0.8,47.5
2019-02-24,24E,0.158,2019,259.0,12.2,43.4,0.4,44.0
2019-02-24,24Strip,0.138,2019,231.0,15.7,47.5,0.1,36.7
2019-02-24,24W,0.157,2019,150.0,11.6,39.0,0.1,49.2
2019-02-24,25SE,0.154,2019,230.0,10.9,43.5,0.1,45.4
2019-02-24,26E,0.154,2019,213.0,10.4,42.8,0.1,46.8
2019-02-24,28N,0.157,2019,377.0,8.4,47.3,0.9,43.4
2019-02-24,29-30,0.163,2019,352.0,11.9,47.5,1.3,39.4
2019-02-24,30NW,0.155,2019,256.0,10.2,43.8,0.1,45.9
2019-02-24,30SW,0.152,2019,503.0,9.5,54.2,2.3,34.0
2019-02-24,31E,0.157,2019,247.0,11.8,44.2,0.2,43.8
2019-02-24,32W,0.158,2019,438.0,8.4,51.0,1.3,39.3
2019-02-24,5E,0.16,2019,267.0,13.6,44.2,0.7,41.6
2019-02-24,5W,0.156,2019,135.0,24.6,39.4,0.5,35.5
2019-02-24,6EE,0.156,2019,336.0,14.2,47.9,1.1,36.8
2019-02-24,6EW,0.161,2019,300.0,12.4,47.1,0.7,39.8
2019-02-24,7NW,0.157,2019,313.0,8.1,47.3,0.1,44.5
2019-02-24,8NW,0.149,2019,369.0,11.4,49.5,0.5,38.5
2019-02-24,8SE,0.151,2019,601.0,5.0,57.6,1.6,35.8
2019-02-24,8SW,0.157,2019,570.0,5.6,55.8,2.1,36.5
2019-02-24,CN,0.159,2019,335.0,9.2,44.9,0.7,45.2
2019-02-24,Crossroads,0.161,2019,230.0,11.1,42.4,0.1,46.4
2019-02-24,Elm,0.16,2019,342.0,10.6,47.2,0.7,41.6
2019-02-24,HQ,0.156,2019,219.0,24.7,40.1,2.0,33.2
2019-02-24,Headquarters,0.16,2019,288.0,10.3,45.5,0.4,43.9
2019-02-24,Highway,0.16,2019,538.0,6.2,52.3,2.4,39.1
2019-02-24,Hilltank,0.156,2019,214.0,11.4,41.6,0.2,46.8
2019-02-24,Nighthawk,0.162,2019,321.0,8.3,45.9,0.8,45.0
2019-02-24,Ridgeline,0.158,2019,293.0,10.8,45.2,0.7,43.4
2019-02-24,Saltflat,0.158,2019,323.0,7.7,46.1,0.7,45.4
2019-02-24,Slayton,0.161,2019,465.0,11.5,51.7,2.9,33.9
2019-02-24,Snowfence,0.157,2019,381.0,9.4,50.0,0.5,40.1
2019-02-24,South,0.158,2019,384.0,8.6,49.7,0.8,40.8
2019-02-24,UNK,0.162,2019,322.0,9.9,44.6,1.5,44.0
2019-03-03,10SNE,0.172,2019,501.0,3.9,51.0,1.3,43.8
2019-03-03,11NS,0.165,2019,436.0,7.5,49.4,1.2,41.9
2019-03-03,11NW,0.165,2019,269.0,13.3,41.9,0.6,44.2
2019-03-03,12C,0.161,2019,306.0,10.7,45.3,0.4,43.6
2019-03-03,12NE,0.168,2019,215.0,12.4,40.2,0.0,47.3
2019-03-03,12NW,0.163,2019,384.0,5.4,48.3,0.3,46.1
2019-03-03,13E,0.167,2019,310.0,14.5,44.5,1.1,39.9
2019-03-03,13W,0.168,2019,526.0,7.6,52.7,2.7,37.0
2019-03-03,14,0.162,2019,513.0,5.7,50.9,2.3,41.1
2019-03-03,15E,0.161,2019,294.0,9.1,44.4,0.4,46.2
2019-03-03,15NWS,0.165,2019,503.0,5.8,50.6,1.9,41.7
2019-03-03,15SW,0.159,2019,445.0,9.8,49.8,1.5,38.9
2019-03-03,17N,0.157,2019,405.0,9.6,48.7,1.4,40.4
2019-03-03,18N,0.166,2019,138.0,18.8,35.2,0.3,45.7
2019-03-03,19N,0.159,2019,338.0,10.2,47.1,0.6,42.1
2019-03-03,19S,0.159,2019,406.0,10.3,49.4,1.3,39.0
2019-03-03,1E,0.161,2019,299.0,16.1,46.9,0.5,36.5
2019-03-03,1W,0.158,2019,237.0,9.8,44.1,0.4,45.7
2019-03-03,20SE,0.152,2019,364.0,11.7,46.1,0.3,42.0
2019-03-03,21S,0.165,2019,530.0,6.7,50.2,2.8,40.3
2019-03-03,22E,0.17,2019,393.0,11.2,46.4,2.4,40.1
2019-03-03,22W,0.16,2019,233.0,15.0,40.4,0.4,44.2
2019-03-03,23E,0.158,2019,177.0,14.6,38.3,0.1,47.1
2019-03-03,23W,0.165,2019,326.0,7.2,44.3,0.5,48.0
2019-03-03,24E,0.157,2019,250.0,12.4,42.6,0.2,44.7
2019-03-03,24Strip,0.138,2019,225.0,15.8,46.6,0.0,37.5
2019-03-03,24W,0.157,2019,144.0,11.8,38.2,0.1,49.8
2019-03-03,25SE,0.154,2019,226.0,11.3,43.0,0.1,45.6
2019-03-03,26E,0.154,2019,208.0,10.8,42.2,0.1,47.0
2019-03-03,28N,0.156,2019,368.0,8.8,46.7,0.7,43.7
2019-03-03,29-30,0.162,2019,336.0,12.2,46.7,0.9,40.2
2019-03-03,30NW,0.155,2019,245.0,10.6,42.9,0.1,46.4
2019-03-03,30SW,0.152,2019,477.0,9.9,53.4,1.8,34.9
2019-03-03,31E,0.157,2019,245.0,12.1,43.5,0.2,44.2
2019-03-03,32W,0.158,2019,419.0,8.7,50.3,1.0,40.0
2019-03-03,5E,0.16,2019,263.0,14.0,43.7,0.6,41.7
2019-03-03,5W,0.156,2019,140.0,25.1,39.1,0.5,35.3
2019-03-03,6EE,0.155,2019,333.0,14.7,47.6,0.9,36.8
2019-03-03,6EW,0.16,2019,289.0,12.8,46.5,0.5,40.2
2019-03-03,7NW,0.156,2019,299.0,8.6,46.4,0.1,44.9
2019-03-03,8NW,0.148,2019,357.0,11.9,48.9,0.3,38.9
2019-03-03,8SE,0.15,2019,572.0,5.2,57.0,1.0,36.8
2019-03-03,8SW,0.156,2019,544.0,5.8,55.5,1.4,37.3
2019-03-03,CN,0.158,2019,331.0,9.6,44.5,0.5,45.4
2019-03-03,Crossroads,0.161,2019,227.0,11.4,41.8,0.1,46.7
2019-03-03,Elm,0.159,2019,325.0,10.9,46.3,0.4,42.5
2019-03-03,HQ,0.156,2019,199.0,25.2,39.3,1.8,33.7
2019-03-03,Headquarters,0.16,2019,279.0,10.7,44.8,0.3,44.1
2019-03-03,Highway,0.159,2019,522.0,6.5,52.0,1.9,39.6
2019-03-03,Hilltank,0.156,2019,211.0,11.8,41.0,0.1,47.1
2019-03-03,Nighthawk,0.161,2019,317.0,8.7,45.4,0.6,45.3
2019-03-03,Ridgeline,0.157,2019,284.0,11.3,44.7,0.5,43.5
2019-03-03,Saltflat,0.157,2019,310.0,8.1,45.4,0.6,46.0
2019-03-03,Slayton,0.16,2019,451.0,11.9,51.2,2.5,34.4
2019-03-03,Snowfence,0.156,2019,364.0,9.7,49.1,0.3,40.9
2019-03-03,South,0.158,2019,376.0,8.9,49.2,0.6,41.3
2019-03-03,UNK,0.161,2019,316.0,10.2,44.2,1.4,44.2
2019-03-10,10SNE,0.174,2019,502.0,4.0,50.4,1.2,44.4
2019-03-10,11NS,0.166,2019,433.0,7.8,48.8,1.0,42.4
2019-03-10,11NW,0.166,2019,268.0,13.6,41.3,0.5,44.6
2019-03-10,12C,0.161,2019,300.0,11.1,44.6,0.3,44.0
2019-03-10,12NE,0.168,2019,210.0,12.8,39.3,0.0,47.9
2019-03-10,12NW,0.164,2019,381.0,5.6,47.7,0.3,46.5
2019-03-10,13E,0.168,2019,311.0,14.6,43.9,1.0,40.5
2019-03-10,13W,0.168,2019,515.0,7.7,52.1,2.2,38.0
2019-03-10,14,0.162,2019,502.0,5.8,50.3,1.9,42.0
2019-03-10,15E,0.161,2019,289.0,9.4,43.7,0.2,46.6
2019-03-10,15NWS,0.164,2019,498.0,6.1,50.2,1.5,42.2
2019-03-10,15SW,0.16,2019,443.0,10.0,49.3,1.3,39.4
2019-03-10,17N,0.157,2019,388.0,9.9,48.0,1.0,41.0
2019-03-10,18N,0.168,2019,140.0,19.0,34.3,0.3,46.4
2019-03-10,19N,0.159,2019,329.0,10.4,46.4,0.3,43.0
2019-03-10,19S,0.159,2019,389.0,10.5,48.7,0.9,39.9
2019-03-10,1E,0.161,2019,298.0,16.5,46.3,0.4,36.8
2019-03-10,1W,0.158,2019,235.0,10.2,43.6,0.3,45.9
2019-03-10,20SE,0.152,2019,345.0,11.8,45.1,0.1,43.0
2019-03-10,21S,0.165,2019,516.0,6.9,49.7,2.4,41.1
2019-03-10,22E,0.17,2019,383.0,11.4,45.8,1.9,40.9
2019-03-10,22W,0.16,2019,232.0,15.2,39.8,0.3,44.7
2019-03-10,23E,0.159,2019,177.0,14.7,37.5,0.0,47.7
2019-03-10,23W,0.164,2019,314.0,7.4,43.5,0.3,48.7
2019-03-10,24E,0.158,2019,245.0,12.6,41.8,0.1,45.5
2019-03-10,24Strip,0.138,2019,223.0,15.8,45.8,0.0,38.4
2019-03-10,24W,0.157,2019,143.0,12.0,37.5,0.0,50.5
2019-03-10,25SE,0.155,2019,227.0,11.4,42.4,0.1,46.1
2019-03-10,26E,0.154,2019,206.0,11.0,41.6,0.0,47.4
2019-03-10,28N,0.157,2019,363.0,9.1,46.1,0.5,44.3
2019-03-10,29-30,0.162,2019,325.0,12.4,45.8,0.6,41.2
2019-03-10,30NW,0.155,2019,239.0,10.7,42.1,0.0,47.1
2019-03-10,30SW,0.153,2019,456.0,10.1,52.6,1.3,36.0
2019-03-10,31E,0.157,2019,248.0,12.2,42.7,0.1,45.0
2019-03-10,32W,0.158,2019,405.0,8.9,49.5,0.7,40.9
2019-03-10,5E,0.16,2019,259.0,14.4,43.1,0.4,42.0
2019-03-10,5W,0.156,2019,142.0,25.6,38.5,0.4,35.5
2019-03-10,6EE,0.155,2019,331.0,15.0,47.2,0.6,37.1
2019-03-10,6EW,0.16,2019,282.0,13.1,45.9,0.3,40.7
2019-03-10,7NW,0.156,2019,289.0,9.0,45.6,0.0,45.3
2019-03-10,8NW,0.148,2019,347.0,12.3,48.2,0.2,39.3
2019-03-10,8SE,0.149,2019,548.0,5.2,56.3,0.5,38.0
2019-03-10,8SW,0.155,2019,523.0,6.0,54.9,0.9,38.2
2019-03-10,CN,0.159,2019,330.0,9.8,43.9,0.4,45.8
2019-03-10,Crossroads,0.162,2019,228.0,11.6,41.1,0.1,47.3
2019-03-10,Elm,0.16,2019,313.0,11.1,45.4,0.2,43.3
2019-03-10,HQ,0.158,2019,193.0,25.6,38.5,1.6,34.3
2019-03-10,Headquarters,0.16,2019,273.0,11.1,44.2,0.2,44.5
2019-03-10,Highway,0.158,2019,511.0,6.6,51.6,1.5,40.3
2019-03-10,Hilltank,0.156,2019,211.0,11.9,40.3,0.1,47.8
2019-03-10,Nighthawk,0.162,2019,316.0,9.1,44.8,0.4,45.7
2019-03-10,Ridgeline,0.157,2019,278.0,11.7,44.1,0.4,43.8
2019-03-10,Saltflat,0.157,2019,300.0,8.4,44.7,0.4,46.5
2019-03-10,Slayton,0.16,2019,440.0,12.2,50.6,2.1,35.1
2019-03-10,Snowfence,0.157,2019,353.0,9.9,48.3,0.2,41.6
2019-03-10,South,0.159,2019,373.0,9.0,48.4,0.4,42.1
2019-03-10,UNK,0.162,2019,314.0,10.4,43.7,1.2,44.7
2019-03-17,10SNE,0.177,2019,508.0,4.0,49.7,1.2,45.0
2019-03-17,11NS,0.169,2019,436.0,7.9,48.2,1.0,42.9
2019-03-17,11NW,0.168,2019,270.0,13.7,40.6,0.4,45.3
2019-03-17,12C,0.162,2019,298.0,11.4,43.8,0.2,44.6
2019-03-17,12NE,0.168,2019,208.0,13.0,38.4,0.1,48.5
2019-03-17,12NW,0.167,2019,383.0,5.6,47.0,0.3,47.1
2019-03-17,13E,0.17,2019,317.0,14.6,43.2,0.9,41.3
2019-03-17,13W,0.17,2019,509.0,7.7,51.4,1.8,39.1
2019-03-17,14,0.163,2019,496.0,5.7,49.7,1.7,42.9
2019-03-17,15E,0.162,2019,288.0,9.8,43.1,0.1,47.0
2019-03-17,15NWS,0.165,2019,498.0,6.3,49.6,1.2,42.9
2019-03-17,15SW,0.162,2019,444.0,10.0,48.7,1.1,40.2
2019-03-17,17N,0.158,2019,375.0,10.1,47.4,0.8,41.8
2019-03-17,18N,0.172,2019,145.0,19.0,33.4,0.3,47.4
2019-03-17,19N,0.161,2019,324.0,10.5,45.5,0.2,43.8
2019-03-17,19S,0.16,2019,378.0,10.6,47.8,0.6,41.0
2019-03-17,1E,0.162,2019,298.0,16.8,45.6,0.3,37.3
2019-03-17,1W,0.158,2019,235.0,10.5,43.0,0.2,46.2
2019-03-17,20SE,0.154,2019,330.0,11.8,44.2,0.1,44.0
2019-03-17,21S,0.167,2019,506.0,6.8,49.0,2.0,42.2
2019-03-17,22E,0.17,2019,376.0,11.5,45.1,1.3,42.0
2019-03-17,22W,0.161,2019,233.0,15.2,39.0,0.2,45.6
2019-03-17,23E,0.161,2019,179.0,14.7,36.8,0.0,48.5
2019-03-17,23W,0.164,2019,304.0,7.5,42.7,0.1,49.7
2019-03-17,24E,0.159,2019,244.0,12.6,41.0,0.1,46.3
2019-03-17,24Strip,0.139,2019,224.0,15.8,44.9,0.0,39.3
2019-03-17,24W,0.158,2019,145.0,12.0,36.7,0.0,51.3
2019-03-17,25SE,0.156,2019,231.0,11.4,41.6,0.0,46.9
2019-03-17,26E,0.155,2019,206.0,11.0,40.7,0.0,48.2
2019-03-17,28N,0.158,2019,360.0,9.2,45.4,0.4,45.1
2019-03-17,29-30,0.164,2019,320.0,12.5,44.9,0.4,42.2
2019-03-17,30NW,0.157,2019,239.0,10.7,41.2,0.0,48.1
2019-03-17,30SW,0.154,2019,443.0,10.2,51.6,0.9,37.3
2019-03-17,31E,0.159,2019,254.0,12.1,41.8,0.1,46.0
2019-03-17,32W,0.159,2019,399.0,8.9,48.7,0.5,41.9
2019-03-17,5E,0.161,2019,257.0,14.7,42.5,0.3,42.6
2019-03-17,5W,0.157,2019,144.0,26.0,37.8,0.3,36.0
2019-03-17,6EE,0.154,2019,330.0,15.1,46.7,0.4,37.8
2019-03-17,6EW,0.161,2019,278.0,13.3,45.2,0.2,41.3
2019-03-17,7NW,0.156,2019,282.0,9.4,44.9,0.0,45.7
2019-03-17,8NW,0.149,2019,340.0,12.6,47.4,0.1,39.9
2019-03-17,8SE,0.149,2019,532.0,5.1,55.3,0.3,39.3
2019-03-17,8SW,0.155,2019,509.0,6.1,54.4,0.4,39.1
2019-03-17,CN,0.161,2019,331.0,9.8,43.3,0.3,46.6
2019-03-17,Crossroads,0.163,2019,232.0,11.5,40.3,0.0,48.2
2019-03-17,Elm,0.162,2019,308.0,11.1,44.5,0.1,44.2
2019-03-17,HQ,0.16,2019,187.0,25.8,37.5,1.5,35.1
2019-03-17,Headquarters,0.161,2019,269.0,11.3,43.6,0.2,44.9
2019-03-17,Highway,0.159,2019,503.0,6.6,51.0,1.2,41.2
2019-03-17,Hilltank,0.158,2019,213.0,11.9,39.4,0.0,48.7
2019-03-17,Nighthawk,0.163,2019,318.0,9.3,44.0,0.3,46.4
2019-03-17,Ridgeline,0.158,2019,275.0,12.0,43.5,0.2,44.3
2019-03-17,Saltflat,0.158,2019,295.0,8.6,43.9,0.4,47.1
2019-03-17,Slayton,0.161,2019,433.0,12.3,49.9,1.8,36.0
2019-03-17,Snowfence,0.159,2019,348.0,10.1,47.4,0.1,42.4
2019-03-17,South,0.161,2019,377.0,8.8,47.6,0.4,43.2
2019-03-17,UNK,0.163,2019,315.0,10.5,43.0,1.2,45.4
2019-03-24,10SNE,0.182,2019,521.0,3.9,49.0,1.4,45.7
2019-03-24,11NS,0.173,2019,446.0,8.0,47.5,1.0,43.5
2019-03-24,11NW,0.173,2019,279.0,13.7,39.8,0.3,46.2
2019-03-24,12C,0.164,2019,306.0,11.5,43.1,0.2,45.2
2019-03-24,12NE,0.17,2019,211.0,13.2,37.5,0.1,49.2
2019-03-24,12NW,0.171,2019,392.0,5.5,46.3,0.4,47.9
2019-03-24,13E,0.173,2019,328.0,14.6,42.6,0.8,42.0
2019-03-24,13W,0.173,2019,513.0,7.6,50.6,1.7,40.1
2019-03-24,14,0.166,2019,497.0,5.6,49.1,1.6,43.7
2019-03-24,15E,0.164,2019,293.0,9.9,42.4,0.1,47.6
2019-03-24,15NWS,0.167,2019,499.0,6.3,49.1,1.1,43.6
2019-03-24,15SW,0.164,2019,451.0,9.9,48.0,1.0,41.1
2019-03-24,17N,0.16,2019,369.0,10.1,46.7,0.7,42.6
2019-03-24,18N,0.177,2019,157.0,18.9,32.2,0.3,48.5
2019-03-24,19N,0.164,2019,325.0,10.7,44.7,0.1,44.5
2019-03-24,19S,0.163,2019,374.0,10.7,46.9,0.4,42.0
2019-03-24,1E,0.164,2019,302.0,16.9,44.9,0.2,38.0
2019-03-24,1W,0.159,2019,241.0,10.7,42.4,0.1,46.8
2019-03-24,20SE,0.156,2019,321.0,11.7,43.3,0.0,44.9
2019-03-24,21S,0.17,2019,503.0,6.5,48.2,2.0,43.3
2019-03-24,22E,0.173,2019,373.0,11.4,44.2,1.0,43.3
2019-03-24,22W,0.163,2019,235.0,15.1,38.1,0.1,46.6
2019-03-24,23E,0.163,2019,186.0,14.6,36.0,0.0,49.3
2019-03-24,23W,0.166,2019,300.0,7.4,41.7,0.1,50.8
2019-03-24,24E,0.162,2019,248.0,12.5,40.1,0.1,47.2
2019-03-24,24Strip,0.142,2019,228.0,15.7,44.0,0.0,40.3
2019-03-24,24W,0.16,2019,150.0,12.0,35.9,0.0,52.1
2019-03-24,25SE,0.158,2019,238.0,11.2,41.0,0.0,47.8
2019-03-24,26E,0.158,2019,211.0,11.0,39.9,0.0,49.1
2019-03-24,28N,0.161,2019,361.0,9.1,44.6,0.3,46.1
2019-03-24,29-30,0.167,2019,324.0,12.4,44.0,0.4,43.2
2019-03-24,30NW,0.159,2019,244.0,10.6,40.4,0.0,49.0
2019-03-24,30SW,0.157,2019,436.0,10.1,50.8,0.6,38.5
2019-03-24,31E,0.163,2019,265.0,11.9,41.0,0.1,47.1
2019-03-24,32W,0.16,2019,400.0,8.8,47.9,0.4,42.9
2019-03-24,5E,0.162,2019,258.0,14.9,41.7,0.2,43.2
2019-03-24,5W,0.158,2019,147.0,26.2,36.9,0.1,36.8
2019-03-24,6EE,0.154,2019,331.0,15.1,46.0,0.3,38.6
2019-03-24,6EW,0.163,2019,279.0,13.4,44.6,0.1,41.9
2019-03-24,7NW,0.157,2019,280.0,9.6,44.3,0.0,46.1
2019-03-24,8NW,0.15,2019,340.0,12.7,46.7,0.0,40.6
2019-03-24,8SE,0.151,2019,527.0,4.9,54.5,0.2,40.4
2019-03-24,8SW,0.156,2019,505.0,6.1,53.7,0.3,39.9
2019-03-24,CN,0.164,2019,335.0,9.7,42.5,0.2,47.6
2019-03-24,Crossroads,0.166,2019,240.0,11.3,39.4,0.0,49.2
2019-03-24,Elm,0.166,2019,310.0,11.2,43.7,0.1,44.9
2019-03-24,HQ,0.165,2019,195.0,25.8,36.5,1.5,36.1
2019-03-24,Headquarters,0.164,2019,270.0,11.4,42.9,0.1,45.5
2019-03-24,Highway,0.161,2019,500.0,6.5,50.5,0.9,42.1
2019-03-24,Hilltank,0.161,2019,222.0,11.7,38.6,0.0,49.7
2019-03-24,Nighthawk,0.166,2019,322.0,9.4,43.2,0.2,47.2
2019-03-24,Ridgeline,0.16,2019,278.0,12.1,43.0,0.1,44.8
2019-03-24,Saltflat,0.16,2019,295.0,8.7,43.2,0.3,47.7
2019-03-24,Slayton,0.163,2019,431.0,12.3,49.1,1.6,37.0
2019-03-24,Snowfence,0.163,2019,351.0,10.2,46.5,0.1,43.2
2019-03-24,South,0.166,2019,387.0,8.6,46.7,0.4,44.2
2019-03-24,UNK,0.166,2019,320.0,10.4,42.2,1.1,46.3
2019-03-31,10SNE,0.191,2019,546.0,3.7,47.8,2.2,46.3
2019-03-31,11NS,0.18,2019,467.0,7.9,46.7,1.4,44.1
2019-03-31,11NW,0.182,2019,299.0,13.5,38.7,0.6,47.2
2019-03-31,12C,0.169,2019,324.0,11.5,42.4,0.2,45.8
2019-03-31,12NE,0.174,2019,223.0,13.2,36.5,0.2,50.1
2019-03-31,12NW,0.18,2019,413.0,5.2,45.2,0.8,48.8
2019-03-31,13E,0.179,2019,351.0,14.4,41.7,1.1,42.8
